Customer ID,Customer Age,Gender,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Returns,Churn
CUST00611,39,Female,2023-05-04,Ski Equipment,196.79,1,196.79,Credit Card,0,0
CUST00612,28,Male,2025-10-04,Bike & MTB,192.51,1,192.51,Credit Card,0,0
CUST00613,33,Male,2024-05-28,Ski Equipment,176.15,1,176.15,PayPal,1,0
CUST00614,34,Female,2023-11-07,Hiking Footwear,87.57,1,87.57,PayPal,0,0
CUST00615,16,Female,2023-05-24,Hiking Apparel,191.93,2,383.86,Debit Card,1,0
CUST00616,35,Female,2025-01-05,Climbing Gear,296.6,3,889.8,Credit Card,0,1
CUST00617,55,Male,2024-08-16,Accessories,33.8,2,67.6,PayPal,0,1
CUST00618,37,Male,2025-01-05,Trail Running Shoes,197.42,3,592.26,Debit Card,0,0
CUST00619,39,Male,2024-09-22,Bike & MTB,221.25,1,221.25,Debit Card,0,0
CUST00620,41,Non-binary,2023-03-29,Hiking Footwear,147.86,1,147.86,Debit Card,0,0
CUST00621,16,Female,2023-05-28,Backpacks,272.32,1,272.32,Credit Card,0,0
CUST00622,33,Female,2023-09-25,Navigation & Safety,32.82,2,65.64,Credit Card,0,0
CUST00623,40,Female,2023-08-22,Accessories,14.48,2,28.96,Debit Card,0,0
CUST00624,33,Female,2025-04-03,Hiking Apparel,186.07,4,744.28,Credit Card,0,0
CUST00625,52,Female,2023-09-05,Base Layers,101.17,1,101.17,Credit Card,0,1
CUST00626,55,Male,2023-10-01,Trail Running Shoes,134.11,1,134.11,Credit Card,0,0
CUST00627,38,Female,2024-08-04,Hiking Footwear,115.88,1,115.88,Debit Card,0,0
CUST00628,35,Female,2025-04-23,Ski Equipment,629.87,1,629.87,Credit Card,0,0
CUST00629,22,Female,2025-05-07,Hiking Footwear,245.3,1,245.3,Credit Card,0,1
CUST00630,27,Female,2025-11-05,Hiking Footwear,152.38,2,304.76,Credit Card,0,0
CUST00631,36,Female,2023-12-28,Base Layers,146.23,1,146.23,Credit Card,0,1
CUST00632,45,Male,2025-07-17,Ski Equipment,338.54,1,338.54,Credit Card,0,0
CUST00633,47,Female,2024-10-29,Trail Running Shoes,225.31,2,450.62,Debit Card,0,0
CUST00634,56,Male,2025-04-24,Trail Running Shoes,131.89,1,131.89,TWINT,0,0
CUST00635,24,Female,2025-03-04,Trail Running Shoes,229.9,1,229.9,Debit Card,0,1
CUST00636,40,Male,2023-05-03,Ski Equipment,401.92,1,401.92,Credit Card,0,0
CUST00637,20,Male,2023-12-15,Ski Apparel,113.31,2,226.62,Debit Card,0,1
CUST00638,47,Male,2025-08-27,Backpacks,308.66,1,308.66,TWINT,0,0
CUST00639,37,Male,2023-11-02,Backpacks,317.55,1,317.55,TWINT,0,0
CUST00640,29,Male,2025-05-21,Bike & MTB,597.44,1,597.44,Debit Card,0,0
CUST00641,43,Male,2024-03-22,Backpacks,53.73,2,107.46,Credit Card,0,0
CUST00642,26,Male,2023-02-19,Climbing Gear,173.27,2,346.54,Invoice,0,0
CUST00643,35,Female,2023-05-25,Tents & Sleeping,446.03,1,446.03,Debit Card,0,0
CUST00644,30,Male,2024-02-29,Base Layers,113.77,1,113.77,PayPal,1,0
CUST00645,37,Non-binary,2025-01-18,Base Layers,136.56,1,136.56,Debit Card,1,0
CUST00646,33,Female,2023-10-11,Base Layers,97.29,2,194.58,Invoice,0,1
CUST00647,16,Female,2024-04-06,Bike & MTB,199.44,2,398.88,Credit Card,0,0
CUST00648,41,Male,2025-10-23,Hiking Footwear,154.56,1,154.56,Debit Card,1,0
CUST00649,31,Male,2023-05-15,Tents & Sleeping,495.95,3,1487.85,Credit Card,0,1
CUST00650,24,Male,2023-12-04,Trail Running Shoes,234.16,1,234.16,Credit Card,0,0
CUST00651,48,Female,2023-09-28,Ski Apparel,389.66,1,389.66,Debit Card,0,0
CUST00652,27,Male,2025-11-30,Trail Running Shoes,103.09,2,206.18,PayPal,0,0
CUST00653,31,Female,2024-09-14,Base Layers,131.03,1,131.03,Debit Card,0,0
CUST00654,29,Female,2023-04-07,Ski Equipment,428.93,1,428.93,Credit Card,0,0
CUST00655,32,Female,2023-11-11,Trail Running Shoes,124.55,2,249.1,Credit Card,1,0
CUST00656,33,Female,2023-03-13,Hiking Apparel,106.54,1,106.54,PayPal,0,1
CUST00657,16,Female,2023-10-25,Trail Running Shoes,103.49,3,310.47,TWINT,0,1
CUST00658,48,Non-binary,2024-08-28,Backpacks,202.22,1,202.22,Debit Card,0,0
CUST00659,53,Male,2023-08-19,Backpacks,322.06,1,322.06,PayPal,0,1
CUST00660,36,Female,2025-07-02,Ski Apparel,196.55,2,393.1,Debit Card,0,0
CUST00661,42,Female,2025-07-01,Base Layers,53.49,1,53.49,PayPal,0,0
CUST00662,51,Male,2023-04-25,Climbing Gear,313.49,1,313.49,TWINT,0,0
CUST00663,44,Male,2023-06-29,Ski Equipment,413.52,4,1654.08,Credit Card,0,0
CUST00664,28,Male,2025-05-18,Hiking Apparel,69.48,2,138.96,PayPal,0,0
CUST00665,32,Male,2025-02-08,Bike & MTB,439.23,1,439.23,Credit Card,0,0
CUST00666,34,Male,2023-10-08,Backpacks,263.07,2,526.14,Credit Card,0,0
CUST00667,16,Male,2024-04-04,Backpacks,198.23,2,396.46,Credit Card,1,1
CUST00668,39,Non-binary,2024-08-12,Accessories,43.08,2,86.16,Debit Card,0,0
CUST00669,38,Male,2025-09-11,Bike & MTB,90.71,2,181.42,Debit Card,0,0
CUST00670,44,Female,2023-02-05,Base Layers,44.35,1,44.35,TWINT,0,1
CUST00671,27,Male,2024-12-30,Trail Running Shoes,138.17,1,138.17,Credit Card,0,0
CUST00672,60,Male,2023-12-09,Ski Equipment,621.02,2,1242.04,Debit Card,0,0
CUST00673,33,Female,2023-10-22,Base Layers,41.5,1,41.5,Credit Card,0,0
CUST00674,28,Female,2023-11-13,Ski Apparel,369.67,1,369.67,Debit Card,0,0
CUST00675,20,Non-binary,2023-08-22,Accessories,59.88,2,119.76,Debit Card,0,1
CUST00676,31,Male,2023-10-12,Hiking Footwear,149.64,2,299.28,TWINT,0,0
CUST00677,38,Female,2023-10-19,Hiking Footwear,242.91,1,242.91,PayPal,0,0
CUST00678,27,Non-binary,2023-02-08,Hiking Apparel,177.34,1,177.34,PayPal,0,1
CUST00679,54,Female,2023-05-16,Hiking Footwear,103.78,1,103.78,Credit Card,1,1
CUST00680,51,Male,2024-12-20,Backpacks,226.28,1,226.28,Credit Card,0,0
CUST00681,35,Male,2025-10-31,Accessories,64.66,1,64.66,Debit Card,1,0
CUST00682,53,Male,2023-01-09,Ski Equipment,293.66,1,293.66,Invoice,0,0
CUST00683,19,Male,2024-01-06,Backpacks,181.9,3,545.7,TWINT,0,0
CUST00684,37,Female,2025-08-12,Hiking Apparel,177.05,1,177.05,Credit Card,0,0
CUST00685,33,Male,2024-09-30,Ski Apparel,99.35,1,99.35,PayPal,0,0
CUST00686,23,Male,2025-09-01,Bike & MTB,365.25,2,730.5,TWINT,0,1
CUST00687,29,Male,2025-03-19,Backpacks,252.96,1,252.96,Debit Card,0,1
CUST00688,22,Female,2024-11-24,Bike & MTB,89.18,4,356.72,Credit Card,0,0
CUST00689,39,Female,2025-03-30,Base Layers,121.92,1,121.92,Debit Card,0,0
CUST00690,50,Non-binary,2023-09-08,Climbing Gear,99.27,1,99.27,Credit Card,0,0
CUST00691,41,Male,2025-02-22,Hiking Footwear,215.62,4,862.48,PayPal,0,0
CUST00692,42,Female,2025-10-05,Base Layers,109.33,1,109.33,PayPal,0,0
CUST00693,28,Male,2023-03-06,Accessories,48.26,3,144.78,Invoice,0,1
CUST00694,38,Male,2023-12-29,Accessories,40.98,1,40.98,Debit Card,0,0
CUST00695,34,Male,2025-10-01,Base Layers,88.49,1,88.49,PayPal,0,0
CUST00696,24,Female,2025-10-10,Accessories,45.47,1,45.47,Debit Card,0,0
CUST00697,39,Male,2023-02-25,Backpacks,88.46,1,88.46,PayPal,0,0
CUST00698,28,Male,2024-05-15,Bike & MTB,353.07,1,353.07,Credit Card,0,0
CUST00699,41,Male,2025-08-01,Ski Apparel,66.7,1,66.7,PayPal,0,0
CUST00700,35,Male,2024-10-10,Hiking Footwear,173.94,1,173.94,Debit Card,0,0
CUST00701,39,Female,2024-11-26,Ski Apparel,230.94,2,461.88,Credit Card,0,0
CUST00702,32,Male,2024-03-14,Tents & Sleeping,586.54,1,586.54,Credit Card,1,0
CUST00703,30,Female,2024-11-20,Hiking Footwear,248.84,1,248.84,Credit Card,0,0
CUST00704,42,Male,2025-10-30,Ski Apparel,86.06,2,172.12,TWINT,0,0
CUST00705,41,Female,2023-02-08,Hiking Apparel,177.42,1,177.42,PayPal,0,0
CUST00706,49,Female,2024-07-02,Base Layers,128.87,3,386.61,TWINT,0,0
CUST00707,39,Female,2023-10-30,Tents & Sleeping,351.58,1,351.58,Credit Card,0,0
CUST00708,25,Female,2024-02-21,Hiking Apparel,194.83,3,584.49,TWINT,0,0
CUST00709,47,Male,2024-09-27,Ski Equipment,262.47,1,262.47,Debit Card,0,0
CUST00710,53,Female,2024-06-13,Hiking Footwear,111.87,1,111.87,PayPal,0,0
CUST00711,35,Female,2024-10-04,Accessories,13.87,3,41.61,PayPal,0,0
CUST00712,35,Male,2023-10-15,Hiking Apparel,158.34,1,158.34,Credit Card,0,0
CUST00713,50,Female,2023-07-04,Accessories,46.77,1,46.77,Credit Card,0,0
CUST00714,50,Male,2024-04-28,Backpacks,166.99,2,333.98,TWINT,0,1
CUST00715,40,Male,2023-08-20,Accessories,13.91,1,13.91,Credit Card,0,0
CUST00716,47,Non-binary,2025-01-23,Accessories,75.59,1,75.59,TWINT,1,0
CUST00717,19,Female,2024-05-05,Navigation & Safety,213.39,2,426.78,Credit Card,0,0
CUST00718,23,Female,2024-04-29,Accessories,57.97,1,57.97,TWINT,0,0
CUST00719,16,Male,2024-03-06,Hiking Footwear,244.54,1,244.54,TWINT,1,0
CUST00720,58,Male,2024-07-15,Accessories,55.11,2,110.22,TWINT,0,0
CUST00721,25,Female,2023-11-25,Base Layers,135.21,2,270.42,PayPal,0,0
CUST00722,40,Female,2023-02-26,Accessories,61.64,1,61.64,PayPal,0,1
CUST00723,21,Male,2023-08-15,Ski Equipment,379.16,1,379.16,Credit Card,0,0
CUST00724,43,Female,2024-10-16,Base Layers,131.64,2,263.28,Debit Card,0,1
CUST00725,45,Male,2025-03-16,Ski Equipment,213.3,1,213.3,TWINT,0,0
CUST00726,52,Male,2024-04-13,Navigation & Safety,278.47,1,278.47,TWINT,0,0
CUST00727,35,Male,2025-01-23,Hiking Apparel,86.83,1,86.83,Credit Card,0,1
CUST00728,31,Female,2025-10-09,Accessories,74.98,2,149.96,Credit Card,0,1
CUST00729,51,Male,2024-03-17,Climbing Gear,91.19,2,182.38,Invoice,0,0
CUST00730,22,Male,2024-06-20,Hiking Apparel,66.27,1,66.27,Credit Card,0,1
CUST00731,22,Male,2025-03-25,Climbing Gear,439.58,4,1758.32,PayPal,0,0
CUST00732,29,Female,2024-11-12,Ski Equipment,221.46,1,221.46,TWINT,0,0
CUST00733,23,Female,2025-10-30,Base Layers,127.18,1,127.18,PayPal,0,0
CUST00734,26,Male,2024-06-17,Bike & MTB,465.27,1,465.27,Credit Card,0,0
CUST00735,32,Female,2023-09-19,Hiking Apparel,86.87,1,86.87,Debit Card,0,0
CUST00736,39,Male,2024-06-24,Hiking Apparel,202.5,1,202.5,Debit Card,0,1
CUST00737,36,Non-binary,2025-06-20,Backpacks,326.86,1,326.86,Credit Card,0,0
CUST00738,24,Male,2025-10-10,Ski Equipment,679.47,1,679.47,Credit Card,0,0
CUST00739,24,Female,2024-08-04,Accessories,18.66,1,18.66,Credit Card,0,0
CUST00740,39,Male,2023-01-09,Accessories,51.0,1,51.0,Debit Card,0,0
CUST00741,56,Female,2023-09-07,Accessories,11.82,2,23.64,Debit Card,0,0
CUST00742,47,Female,2025-09-09,Trail Running Shoes,111.35,2,222.7,Debit Card,0,0
CUST00743,69,Female,2023-09-22,Bike & MTB,286.94,2,573.88,Credit Card,1,0
CUST00744,39,Male,2025-02-20,Hiking Footwear,94.14,3,282.42,Credit Card,0,0
CUST00745,39,Male,2023-11-12,Ski Equipment,441.38,1,441.38,Credit Card,0,0
CUST00746,25,Female,2023-07-16,Ski Apparel,292.89,1,292.89,TWINT,0,0
CUST00747,48,Female,2024-01-17,Hiking Apparel,176.17,2,352.34,Debit Card,0,1
CUST00748,28,Male,2023-11-14,Climbing Gear,135.39,2,270.78,TWINT,0,0
CUST00749,49,Male,2024-09-07,Accessories,31.03,4,124.12,TWINT,0,0
CUST00750,44,Male,2025-05-20,Hiking Footwear,89.02,1,89.02,Debit Card,0,0
CUST00751,42,Female,2025-08-05,Base Layers,31.95,2,63.9,Credit Card,0,0
CUST00752,27,Male,2025-07-20,Accessories,30.84,1,30.84,PayPal,0,0
CUST00753,23,Female,2024-06-15,Ski Equipment,208.67,4,834.68,TWINT,0,0
CUST00754,60,Male,2025-04-09,Trail Running Shoes,124.04,1,124.04,TWINT,0,0
CUST00755,21,Non-binary,2025-03-19,Hiking Apparel,161.28,2,322.56,TWINT,1,1
CUST00756,39,Male,2023-02-24,Accessories,58.72,1,58.72,Credit Card,0,0
CUST00757,22,Female,2025-08-28,Trail Running Shoes,142.13,1,142.13,Debit Card,1,0
CUST00758,44,Female,2025-07-09,Hiking Apparel,127.31,1,127.31,Debit Card,0,0
CUST00759,39,Male,2025-10-12,Tents & Sleeping,450.81,4,1803.24,PayPal,0,0
CUST00760,34,Male,2025-09-26,Climbing Gear,258.47,1,258.47,Credit Card,0,1
CUST00761,24,Male,2024-12-11,Tents & Sleeping,542.35,1,542.35,Debit Card,0,1
CUST00762,30,Female,2024-11-25,Climbing Gear,235.91,1,235.91,TWINT,0,0
CUST00763,16,Female,2025-01-07,Hiking Apparel,115.03,3,345.09,PayPal,0,0
CUST00764,42,Female,2023-09-22,Ski Equipment,711.94,2,1423.88,Credit Card,0,0
CUST00765,45,Female,2025-01-04,Ski Equipment,567.62,4,2270.48,TWINT,0,0
CUST00766,16,Female,2025-05-31,Accessories,12.24,1,12.24,Credit Card,0,0
CUST00767,16,Female,2023-11-06,Base Layers,122.41,1,122.41,TWINT,0,0
CUST00768,41,Male,2023-08-16,Hiking Footwear,269.25,2,538.5,Invoice,0,0
CUST00769,41,Female,2024-02-25,Climbing Gear,108.51,1,108.51,TWINT,0,0
CUST00770,33,Male,2025-01-14,Climbing Gear,374.3,1,374.3,Credit Card,0,0
CUST00771,26,Female,2025-10-31,Ski Equipment,756.86,1,756.86,Credit Card,0,0
CUST00772,42,Male,2025-12-20,Tents & Sleeping,207.63,2,415.26,Debit Card,0,0
CUST00773,27,Male,2023-03-02,Accessories,65.62,1,65.62,Debit Card,0,0
CUST00774,44,Female,2023-12-03,Hiking Footwear,147.66,1,147.66,Debit Card,0,1
CUST00775,44,Female,2025-11-30,Bike & MTB,784.84,2,1569.68,Invoice,0,0
CUST00776,34,Female,2024-12-05,Accessories,60.51,1,60.51,Credit Card,0,0
CUST00777,54,Male,2025-06-24,Ski Equipment,558.32,2,1116.64,PayPal,0,0
CUST00778,29,Male,2024-11-16,Ski Equipment,376.15,1,376.15,Debit Card,0,0
CUST00779,23,Male,2023-11-24,Climbing Gear,176.76,1,176.76,Credit Card,0,0
CUST00780,36,Male,2025-10-31,Accessories,31.28,1,31.28,Credit Card,1,0
CUST00781,30,Male,2023-01-11,Tents & Sleeping,144.87,1,144.87,Debit Card,0,0
CUST00782,29,Non-binary,2025-12-28,Backpacks,318.3,1,318.3,TWINT,0,0
CUST00783,27,Female,2023-08-04,Trail Running Shoes,152.87,2,305.74,Credit Card,0,0
CUST00784,18,Male,2023-06-17,Hiking Footwear,222.33,2,444.66,Credit Card,0,1
CUST00785,39,Female,2024-06-24,Hiking Apparel,140.61,2,281.22,Debit Card,0,0
CUST00786,42,Female,2023-11-30,Navigation & Safety,224.88,1,224.88,Credit Card,0,0
CUST00787,50,Female,2023-11-18,Trail Running Shoes,129.77,1,129.77,TWINT,0,0
CUST00788,51,Female,2023-03-24,Hiking Apparel,61.76,1,61.76,Debit Card,0,0
CUST00789,30,Male,2024-09-16,Trail Running Shoes,209.73,1,209.73,TWINT,0,0
CUST00790,45,Female,2025-05-05,Trail Running Shoes,148.81,3,446.43,Debit Card,0,0
CUST00791,31,Female,2025-08-01,Accessories,19.3,1,19.3,PayPal,0,1
CUST00792,47,Female,2025-03-04,Hiking Footwear,204.95,1,204.95,Credit Card,0,0
CUST00793,62,Female,2024-09-24,Tents & Sleeping,530.3,2,1060.6,Debit Card,0,0
CUST00794,31,Male,2025-12-04,Tents & Sleeping,379.96,1,379.96,Credit Card,0,0
CUST00795,58,Male,2025-06-28,Hiking Footwear,237.35,1,237.35,Credit Card,0,0
CUST00796,57,Female,2024-01-05,Climbing Gear,468.91,1,468.91,Debit Card,0,0
CUST00797,37,Male,2023-07-03,Trail Running Shoes,120.16,1,120.16,Credit Card,0,0
CUST00798,43,Male,2024-09-02,Bike & MTB,177.91,2,355.82,Debit Card,0,0
CUST00799,32,Female,2024-04-29,Trail Running Shoes,128.36,2,256.72,Debit Card,0,0
CUST00800,48,Male,2025-09-18,Hiking Footwear,172.96,1,172.96,Credit Card,0,0
